parent_asin,sentence_id,sentence_text,rating,aspects,sentiments,category_name
B00Z7S72J2,1,best protection i ve found the [GENERIC_NOUN] is bulky seemed too bulky at first,5.0,"[""protection""]",[2],electronics_p1
B076J8XL43,12,and henry never gave up and fought through all her walls and showed just i truly wanted her,5.0,[],[],kindle_store
B09PRVK31L,2,if the computer is in a cabinet the door wont close,4.0,[],[],office_products
B0017D8AO2,5,the only real [GENERIC_NOUN] unique to this pen is that it is often stolen,5.0,"[""pen""]","[""0""]",office_products
B08JQ42WFN,1,they do not wiggle so i get my phone charged and all else,5.0,[],[],electronics_p1
B0823NL6K6,3,the camera recognizes this as not the same [GENERIC_NOUN],3.0,[],[],electronics_p2
B082QD8HTT,1,brodie was a strong scottish laird but lonely and troubled,5.0,"[""brodie""]",[2],kindle_store
B07KFL7LT3,1,cute and firm the pad is very cute its material looks resistant and the gel support is confortable,5.0,"[""pad"", ""material"", ""gel support""]","[""2"", ""2"", ""2""]",office_products
B08KRC18S8,51,great sound horrible for a call,1.0,"[""sound"", ""call""]","[2, 0]",electronics_p2
B00CNW446E,3,my kiddos did not mind it but i cringed through reading it,1.0,"[""kiddos"", ""it""]","[2, 0]",kindle_store
B00IFQTV8I,3,the love situations encounters vows etc were already getting [GENERIC_NOUN] of repetitive and [GENERIC_NOUN] interesting happened,3.0,[],[],kindle_store
B01NCOAT55,1,i felt that this [GENERIC_NOUN] was the best looking and most durable [GENERIC_NOUN] available for my new macbook pro so i decided to try it out,2.0,[],[],electronics_p1
B00WUIIM00,1,2 but all of the mixed [GENERIC_NOUN] scared me away,5.0,[],[],electronics_p1
B000QS0ZH4,2,after two hours my ears hurt a little [GENERIC_NOUN] not that bad though and not enough to stop listening but there is minor discomfort,5.0,"[""ears"", ""discomfort""]","[1, 1]",electronics_p1
B07PZHP2LL,1,terrible battery struggled with the watch and ended up sending it back,3.0,"[""battery""]",[0],electronics_p2
B07P71XQRY,13,br br design 10 10 the design is perfect,4.0,"[""design""]",[2],electronics_p1
B0C69W6L88,1,overall the notebook looks sharp and is easy to write in,5.0,"[""notebook"", ""notebook""]","[""2"", ""2""]",office_products
B06Y3QTZ7Y,1,this broke open after 3 12 [GENERIC_NOUN] of use this was fine until it broke open and the gel oozed out i would remove durable from the description,1.0,"[""this"", ""this"", ""gel"", ""durable""]","[""0"", ""1"", ""0"", ""0""]",office_products
B07HQ7VRNG,8,the right cup also works as a touch pad,5.0,"[""right cup""]",[2],electronics_p2
B003VAHYQY,2,hardwired usb connected to controller that doesn t fall out every 10 seconds,5.0,[],[],electronics_p1
B01HSW9NCS,1,what else can [GENERIC_NOUN] say,5.0,[],[],electronics_p1
B06WD2QMCD,1,[GENERIC_NOUN] later mack shows back up in frankie's life,4.0,[],[],kindle_store
B01N2YBVFG,11,br br the biggest [GENERIC_NOUN] for me with these is the ear hook,3.0,[],[],electronics_p1
1223081273,1,i find many fond memories in using it and kids that are around feel as though they are helping when they set it up,5.0,[],[],office_products
B017250D16,351642,shows available was ok,5.0,"[""available""]",[1],software
B07RQ47ZW6,1,the actual cabinet is darker than the photo,4.0,"[""cabinet""]","[""0""]",office_products
B09P9NM3XL,2,lynnie the local bookstore owner never imagined shed have a chance with the wild man shes gotten to know since they left high school,5.0,[],[],kindle_store
B015TITERW,8589980738,better scores 34i love the larger graphics and better chance to win because of the larger graphis are easier to see and i can react faster,5.0,"[""graphics"", ""chance"", ""graphics"", ""reaction""]","[2, 2, 2, 2]",software
B00W1XA60S,5,that being said the novel takes us through a courtroom drama setting on an adventure in the american legal system,5.0,"[""it""]",[2],kindle_store
B0B5YPK9L1,4,0 port on that old computer to give it a second chance at life while my son is still in school and playing games on it like fallout 4 rec room etc,5.0,[],[],electronics_p1
B07HZLHPKP,278,it announced that there was motion but i had to say alexa show the front door,3.0,"[""motion""]",[2],electronics_p2
B0017ODYYW,3,print technology topped out a long [GENERIC_NOUN] ago,4.0,[],[],office_products
B0BGKHFFML,1,prosbr calendar lines printed onbr space for notesbr comes with a little push pin block for papersbr marker holderbr consbr generally poor qualitybr [GENERIC_NOUN] [GENERIC_NOUN] with monday rather than sundaybr frame fell apart shortly after purhasebr attachable to the wall by two small undependable squares of velcrobr marker holder slips off board cant be put on the [GENERIC_NOUN],3.0,"[""calendar"", ""space"", ""push pin block"", ""marker holder"", ""quality"", ""calendar"", ""frame"", ""velcro"", ""marker holder""]","[""2"", ""1"", ""1"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0""]",office_products
B00802BYHI,8,the entire 1st marine divisionthe 1st marines minus hopkins battalion 5th marines and the 7th marines battled for their lives while strung out along a 20 mile single road the main supply road or msr surrounded by a formidable ccf enemy that was more than five [GENERIC_NOUN] their size,4.0,[],[],kindle_store
B01CW4AR9K,5,br br update 3 13 2021 br br was great and i ve been using their cameras 5yrs,1.0,[],[],electronics_p1
B09VH8R13K,1,dont get me wrong i love and use all my apps for constant reminders but any incoming messagesupdates can distract me,5.0,"[""apps"", ""incoming messages"", ""updates""]","[""2"", ""0"", ""0""]",office_products
B007J4T2G8,3,yes there is a [GENERIC_NOUN] of talk with the dominance and submissive sexual role which also made the book fun to read,4.0,"[""talk""]",[2],kindle_store
B00204ZCES,1,1 session use these batteries are ok for last minute changes if your real battery dies,2.0,"[""batteries""]",[1],electronics_p1
B00MWRZFP4,2,no hdmi connection at all i wonder how they sell [GENERIC_NOUN] like this is [DOMAIN_NOISE],1.0,[],[],electronics_p1
B08JNQ1FM6,77309588360,cancelled my [DOMAIN_NOISE],1.0,[],[],software
B08KD88LT3,85899563082,freezes crashes are too annoying although the challenge of solving each levelgame is was enjoyable the annoyance of the ads freezing and crashing the app has gotten more than i can stand,2.0,"[""freezes"", ""crashes"", ""challenge"", ""ads"", ""app""]","[0, 0, 2, 0, 0]",software
B07FW3B53J,1,in our busy house we all put [GENERIC_NOUN] on the calendar so we can all stay up to date on whats going on and what needs to be done and when bills are due,5.0,[],[],office_products
B08CBGM4L2,42949958622,all commercials the app would go to commercials that were very tough to click out of and when you did another [GENERIC_NOUN] would come up,1.0,[],[],software
B08G9Z83R2,68719634521,its unfathomable adobe would allow such a buggy [GENERIC_NOUN] to be released,2.0,"[""adobe""]",[0],software
B005ZXWMUS,261221,the app works the app works and i would recommend it to those who subscribe to netflix,4.0,[],[],software
B0B19ZSWQ6,1,dark fabric photographic backdrop a variety of polyester backdrops are available most look polyester or look printed,5.0,"[""polyester backdrops"", ""backdrops"", ""backdrops""]","[2, 0, 0]",electronics_p2
B002LLR87E,85899558138,always reliable streets trips never disappoints,4.0,"[""streets"", ""trips""]","[2, 2]",software
B00AHU0S00,1,worth the wait very good [GENERIC_NOUN] got two from them i love love love it and use it for my 1 [GENERIC_NOUN] old,5.0,[],[],electronics_p1
B07QJVPBPP,42949946866,bubbling pops love playing this game,5.0,"[""game""]",[2],software
B0BV2BDGV7,9,fits well and the battery lasts several hours,5.0,"[""fit"", ""battery""]","[2, 2]",electronics_p2
B001EVMV3S,1,great scale i bought this for a friend who sells online,5.0,[],[],office_products
B002MAPSQM,19,the new sansa clip looks like it will perform as well if not better,5.0,"[""new sansa clip""]",[2],electronics_p2
B07TJ1RPM6,1,perfect fit exactly like the originals,5.0,"[""fit""]",[2],electronics_p2
B09RN9LQX8,6,i think the hardest [GENERIC_NOUN] for me was i didnt necessarily feel that she ever truly took ownership,4.0,[],[],kindle_store
B01J3N8ICQ,7,very neat little radio,5.0,"[""radio""]",[2],electronics_p2
B00BU909O2,8,very bad customer service,2.0,"[""customer service""]",[0],electronics_p2
B08YGKCHNF,3,love it as well we use alexa in three rooms within our home 2 of which are the echo show [GENERIC_NOUN],5.0,[],[],electronics_p1
B00JH23QMQ,1,five [GENERIC_NOUN] great [GENERIC_NOUN],5.0,[],[],electronics_p2
B004XFYN9M,3,i am sad this story came to an end,5.0,[],[],kindle_store
B06ZZCZS7R,27,some of the longer cables 75 feet or more are directional so be sure to follow the arrows before running them through the ceiling wall or floor,5.0,[],[],electronics_p2
B09QHLV97Z,18,ms turnages raw subject [GENERIC_NOUN] on suicide grief and guilt is so wonderfully written with unforgettable compassion and courage,5.0,"[""ms turnages raw subject"", ""ms turnages raw subject"", ""ms turnages raw subject""]","[2, 2, 2]",kindle_store
B0BSGS2K1V,5,the quality is the same or better than the name brand,5.0,[],[],office_products
B086QRC9DF,4,but [GENERIC_NOUN] of the screen protectors were complete garbage,3.0,"[""screen protectors""]",[0],electronics_p1
B014CEKYZK,5,the keyboard is the best [GENERIC_NOUN] but the [GENERIC_NOUN] itself is nice and sturdy,5.0,"[""keyboard""]",[2],electronics_p1
B01EMNIFQQ,1,have no complaints,5.0,[],[],electronics_p1
B082T7HDGT,1,excellent value,5.0,"[""value""]",[2],electronics_p2
B01HTIBIP6,85899455244,four [GENERIC_NOUN] well done challenge,4.0,[],[],software
B0032OREFU,1,my coworkers keep taking mine,5.0,[],[],office_products
B009UX2YAC,665326,traffics are amazing,5.0,"[""traffics""]",[2],software
B0BRNY9M6L,9,the metal is not a magnet but you can stick magnets on it,4.0,[],[],office_products
B00KZP2DTQ,51539853501,does the job,4.0,[],[],software
B0831GGQS7,3,this book also seemed well researched and i found the facts about chicago fascinating,5.0,"[""book"", ""facts about chicago""]","[2, 2]",kindle_store
B07HRFLB6Y,2,the first [GENERIC_NOUN] didnt last to long maybe 3 [GENERIC_NOUN] and the second [GENERIC_NOUN] is still working,4.0,[],[],electronics_p1
B0C46LBLY2,7,no more cable,5.0,[],[],electronics_p2
B00OPQVQLM,1,br br pros br top of the line screen protection this [GENERIC_NOUN] is tough,5.0,"[""screen protection""]",[2],electronics_p1
B08J9XCGVN,2,keep in mind that this is small portable table so you will see some wobbling but it is very easy to adjust heights and adjust angles for both [GENERIC_NOUN] is great benefit as you don t need additional laptop stand main [GENERIC_NOUN] fits my 17 inch laptop perfectly while small [GENERIC_NOUN] for mouse,5.0,"[""table""]",[0],electronics_p1
B0C8633DBV,2,nice reader this reader is small portable and works just fine,4.0,"[""reader"", ""reader"", ""reader"", ""reader""]","[2, 2, 2, 2]",electronics_p1
B01IPC7MBE,34359759380,easy to use it is not a 4k quality but has good image and streaming without buffering,5.0,"[""quality"", ""image"", ""streaming""]","[0, 2, 2]",software
B07WK9M4JK,1,enjoyed the journey this story takes the read and the twists were great,4.0,"[""journey"", ""story"", ""twists""]","[2, 2, 2]",kindle_store
B08C4P5ZCD,6,all thoughts and opinions are my own,4.0,[],[],kindle_store
B076LHP89V,2,the book was great,5.0,"[""book""]",[2],kindle_store
B007EQXXAM,4,radio works fine but the cd was the feature i was after cd won t work properly,1.0,"[""radio"", ""cd""]","[2, 0]",electronics_p1
B004H42YOK,2,excellent quality erasers these erasers are great,5.0,"[""quality"", ""erasers""]","[""2"", ""2""]",office_products
B091B5J8NP,2,you know most of the [GENERIC_NOUN] they characters are acting a fool with each other taking 18 chapters to admit they are crushing lol,4.0,"[""characters"", ""characters""]","[0, 2]",kindle_store
B09VMDPK58,2,the [GENERIC_NOUN] did not weigh 80 pounds yet the bottom broke,3.0,[],[],office_products
B00R3H7SD0,3,when the scanner started acting up i contacted the company for assistance,5.0,[],[],office_products
B01H7VE0LE,3,the author did a good job with the character builds and plot,4.0,"[""author"", ""character builds"", ""plot""]","[2, 2, 2]",kindle_store
B07QSCXQG4,1,average volume phone i bought this phone for my hearing impaired 93 [GENERIC_NOUN] old father thinking there would be higher volume,4.0,"[""volume""]","[""2""]",office_products
B074KBWL9J,3,[GENERIC_NOUN] many smartwatches can t achieve,5.0,[],[],electronics_p1
B00X2YHCGG,3,it also strongly addresses the subject of true friendship and what a true friendship entails loyalty and kindness and sticking together even though the circumstances that surround you may not always make doing it an easy [GENERIC_NOUN],5.0,"[""subject""]",[2],kindle_store
B00EPY0HVY,24,my eyes are situated about 22 inches from the monitor,4.0,[],[],electronics_p1
B09MK5D6JH,2,the length was good too,5.0,"[""length""]",[2],electronics_p1
B091MCVK52,1,great fit for record covid vaccine records fit perfectly in the protector,5.0,"[""fit"", ""covid vaccine records"", ""protector""]","[""2"", ""2"", ""2""]",office_products
B000AYWAR2,4,i purchased it for using in a small school which has rooms not close to each other,3.0,[],[],office_products
B09FRDPJLP,1,buy this so your card will outdo your brothers or sisters gift,5.0,[],[],office_products
B0BW46GVDB,3,worst stapler ever this stapler doesnt do the [GENERIC_NOUN] [GENERIC_NOUN] its supposed to staple,1.0,"[""stapler"", ""stapler""]","[""0"", ""0""]",office_products
B075NS44S1,2,his vivid memories of his childhood are great,5.0,"[""memories""]",[2],kindle_store
B06XGLX8WP,1,love lasts through out [GENERIC_NOUN],5.0,[],[],kindle_store
B003D20RQ4,16,i am not sure if youd like how melina created the romance here,5.0,[],[],kindle_store
B07N1HZ6YR,1,the love story between maddox and aly was amazing,5.0,"[""love story""]",[2],kindle_store
B004RR1NZI,1,this book will certainly give you a [GENERIC_NOUN] to think about,5.0,[],[],kindle_store
B07QH5MQRP,2,they get the job done and don t cost a ridiculous amount of money like most others,5.0,[],[],electronics_p1
B096KHH9FJ,6,on the positive it is still functional and carries a large capacity of hdds for its size and is extremely cheaper than ordering an external nas enclosure of equivalent capacity,3.0,"[""capacity of hdds""]",[2],electronics_p2
B003WSV1RI,1,it s sturdy enough for what it is but the dividers provided are very flimsy,4.0,"[""dividers""]",[0],electronics_p1
B07X8LBW2H,1,great [DOMAIN_NOISE] fits great and made my old head phones look new,5.0,[],[],electronics_p2
B001NBEWKO,1,i am a seasoned broker and this book will go in,5.0,[],[],kindle_store
1608290026,51539738789,my first thought was that i was just having difficulty pronouncing the words correctly but my wifes first language is vietnamese and it was giving her fits too,3.0,[],[],software
B003WV7890,1,the controls inline control my iphone well the microphone allows me to make calls on it and no batteries means no worries,5.0,"[""controls"", ""batteries""]","[2, 1]",electronics_p1
B06XHCNJB5,2,will report back if laptop bursts into flames br br update using this charger with my xps causes random lag stuttering etc,3.0,"[""charger""]",[0],electronics_p2
B00WQVQBAY,26,luckily [GENERIC_NOUN] of the [GENERIC_NOUN] you can program those keys to do is enable disable the touch mode,4.0,[],[],electronics_p1
B001F7ARTQ,4,unlike other mouses that are constructed by plastic only the different colors on this mouse are actually built with different materials and different touches,5.0,[],[],electronics_p1
B09591WG9R,3,the visual design is very impressive,3.0,"[""visual design""]","[""2""]",office_products
B0BMG9P2RT,4,you dont even have to use their special cloth any moist cloth will do for wiping the pages,5.0,[],[],office_products
B094352NGH,2,i tested with a variable wattage light bulb at 20 40 and 60 watts,2.0,[],[],electronics_p2
B00H3RI1A4,1,five [GENERIC_NOUN] works perfectly,5.0,"[""five""]","[""2""]",office_products
B0CG85QVK1,3,however the value just is nt that great due to the quality of components being used,4.0,"[""value"", ""quality of components""]","[0, 0]",electronics_p2
B07CZ478QP,2,i did like that the paper was thick and my sharpie pens did not bleed through like they do on my leuchtturm1917 or moleskine notebooks,3.0,"[""paper"", ""sharpie pens"", ""leuchtturm1917"", ""moleskine notebooks""]","[""2"", ""2"", ""0"", ""0""]",office_products
B08XQJCRV8,2,br br as always change passwords update when firmware is available and watch your network,4.0,[],[],electronics_p1
B00CD4221G,48,the device works pretty well got us country folk tourists around los angeles and san francisco to and from airports all over marin county and along a number of highway 1 towns in between,3.0,"[""device""]",[2],electronics_p2
B08V17W3SY,1,all it has is a place on the facing page inside the cover for name and address,5.0,[],[],office_products
B0002YP96Y,1,using the fm137 on newer mm271 mm272 models can cause some [GENERIC_NOUN] with pairing up other accessories,1.0,[],[],electronics_p1
B0BD4ZSDR7,1,any smaller tab and the titles wouldnt fit for me,5.0,"[""tab"", ""titles""]","[""0"", ""0""]",office_products
B07FZSQWRG,4,this didnt happen once every single pencil in my set had this [GENERIC_NOUN],1.0,[],[],office_products
B00LEFIW0A,5,br br edit i m not sure why but this [GENERIC_NOUN] states i purchased the white peony [GENERIC_NOUN],4.0,[],[],electronics_p1
B01BS7N7R6,1,cussler did it again,5.0,[],[],kindle_store
B0041OR51S,2,printing has been fine otherwise,4.0,[],[],office_products
B0051OKCHG,19,lenovo k1 lock screen freezes bought the lenovo k1 during black friday,2.0,"[""lock screen""]",[0],electronics_p2
B00P928TYI,860475,three [GENERIC_NOUN] was ok,3.0,[],[],software
B087N8CFDK,3,i spend so much money on work [GENERIC_NOUN] as do most teachers,5.0,[],[],office_products
B0CB7CWC9W,1,backpack looks great,4.0,"[""backpack""]",[2],electronics_p2
B07W5WZFX9,1,this map of africa is easy and interesting to read,5.0,"[""map of africa"", ""map of africa""]","[""2"", ""2""]",office_products
B013PWZ8KG,7,the [GENERIC_NOUN] for this was because the [GENERIC_NOUN] are made to surprisingly tight tolerances,5.0,[],[],electronics_p1
B005XK3R02,1,perfect drawer organizer very useful,4.0,"[""drawer organizer""]","[""2""]",office_products
B07CWFVR5J,4,their chemistry and the slow burn was [GENERIC_NOUN],5.0,[],[],kindle_store
B00BNFPXIU,1,this is a good [GENERIC_NOUN] it is sharp but still doesn t reach the sound level i wanted,3.0,"[""sound level""]",[0],electronics_p1
B01M30CEYD,1,in this book you get to see the characters grow and change a [GENERIC_NOUN] more than in the first and the pace is much quicker,5.0,"[""characters"", ""pace""]","[2, 2]",kindle_store
B07F5H7YY9,7,your reader gave you all 5 [GENERIC_NOUN] needless to say you have a [GENERIC_NOUN] of people that love this [GENERIC_NOUN] of horror me included,5.0,[],[],kindle_store
B001E75HS8,2,i had an epson [GENERIC_NOUN] ago and loved it but started using and purchasing hp printers for my office i forgot what a quality printer was like and will begin moving my office from hp to epson,5.0,"[""epson"", ""hp printers"", ""office""]","[""2"", ""0"", ""2""]",office_products
B08L5Z4Z9J,5,this book is a fantastic choice if you enjoy mc b books or just action with your love story,5.0,"[""book""]",[2],kindle_store
B010BWYDYA,5,the best [GENERIC_NOUN] about this particular fire tablet model vs,3.0,[],[],electronics_p1
B0067VKQLE,17180160554,love this app,5.0,"[""app""]",[2],software
B07VXXBTX4,2,echo 8 show love it so far,5.0,"[""echo show""]",[2],electronics_p1
B01MUF3TVW,7,the banter between alex and moretti fbi agent is funny,3.0,"[""banter""]",[2],kindle_store
B00AMR1HZ8,60129578298,very glitchy constantly force closes and glitches,1.0,"[""app"", ""app"", ""app""]","[0, 0, 0]",software
B07CR3T912,14,when the plot was revealed i totally did not expect it,5.0,[],[],kindle_store
B07SXVMPKP,1,[GENERIC_NOUN] [GENERIC_NOUN] gods is the follow up book to minimum wage magic which was storage wars in a magic city where [GENERIC_NOUN] seemed bent on killing the main character,3.0,"[""story""]",[2],kindle_store
B09YQGRG1Q,14,br looking from the furthest [GENERIC_NOUN] lets say at the moon will let you focus not zoom to a [GENERIC_NOUN] where the image is clear as you can get but still do have more adjustments for further [GENERIC_NOUN],5.0,"[""image""]",[2],electronics_p2
B07NW6L27K,5,br br as a [GENERIC_NOUN] note br let us all be completely honest about having to supply all of our pertinent information in today s world because this is the electronic age,5.0,[],[],electronics_p1
B005S7ZMC6,42949974268,great program but needs lots of power ive graduated from powerdirector 789 and now 10,5.0,"[""program"", ""program""]","[2, 0]",software
B00007LTBI,3,ask yourself what [GENERIC_NOUN] of company would put out an untested [GENERIC_NOUN] like this and still forge ahead with a clear conscience and that just about sums up dlink,1.0,[],[],electronics_p2
B078HX6594,8590414783,its not cable there is still a major diff between streaming and hidef cable,3.0,"[""cable"", ""streaming"", ""hidef cable""]","[0, 0, 0]",software
B07RBBN3X3,2,this [GENERIC_NOUN] protects my computer from bumps but also limits,3.0,[],[],electronics_p1
B09CTFNH54,1,amazing watch but,4.0,"[""watch""]",[2],electronics_p2
B07MLY3JKV,1,not so good update after a few [GENERIC_NOUN] i can report its actually terrible i have 5 echo dots and an echo input in my car they are working well this flex it just not good if you turn up the sound it cant hear you anymore and even without music playing you have to use the wake word 2 or more [GENERIC_NOUN] then once music is playing it never hears you right to change a song so now you have to shout at the stupid [GENERIC_NOUN] to shut it up i would not buy this i would get the dots or a input instead i hoped being able to plug it in and it not be on the counter that it was going to be handy in the bathroom but now i just want to flush it down the toilet,1.0,"[""flex"", ""flex"", ""flex""]","[0, 0, 0]",electronics_p1
B07YH2X9WG,60129741614,i cannot file my state [DOMAIN_NOISE] which makes this non returnable software worthless,1.0,"[""software""]",[0],software
B000SRGFYK,1,great [GENERIC_NOUN] this worked out very well and the price was certainly right,5.0,"[""price""]","[""2""]",office_products
B001949RKU,1,2nd pencil that i sharpened the lead got stuck in there,1.0,"[""pencil""]","[""0""]",office_products
B000065BP9,12,superb headphones superb price prosbr br outstanding sound quality,5.0,"[""headphones"", ""price"", ""sound quality""]","[2, 2, 2]",electronics_p2
B005SA4WUG,2,the pen body is nice but unexceptional for the price range,2.0,"[""pen body"", ""pen body""]","[""2"", ""0""]",office_products
B009WJNXAE,8590170423,hate playing slots just want to lose at bingo,2.0,"[""slots"", ""bingo""]","[0, 0]",software
B00LOR524M,19,my kids do love them so ill give it an extra [GENERIC_NOUN] for that,3.0,[],[],electronics_p2
B09W4WJPSD,1,this book started slowly for me but i ended up not being able to put it down,5.0,"[""book"", ""book""]","[0, 2]",kindle_store
B0030U9OTK,2,fyi no remanufactured ink jet cartridges will work,1.0,[],[],office_products
B083TH1B45,122,the cheetah plate is much too large to fit into the allowed pocket so the cheetah plate sits flat against the back of my pc and the screws bridge the gap from the plate to the pc which is a little dodgy,5.0,"[""cheetah plate"", ""screws""]","[0, 0]",electronics_p2
B004RJYNXK,60129772839,addictive seriously addictive and the price cannot be beat,5.0,"[""price""]",[2],software
B092J35NV3,2,it seemed as it would split the audio output for two different headphones etc,1.0,[],[],electronics_p2
B08K4FTDW6,1,different plug had to be replaced we have two of these,4.0,[],[],electronics_p1
B000FCN9XS,1,this model specified that,2.0,[],[],electronics_p1
B01M8IOOS3,5,some of the best media i ve found is from youtube and the ability to use the google cardboard controls makes for a much better [GENERIC_NOUN] than having to remove the phone every few seconds,4.0,"[""google cardboard controls""]",[2],electronics_p1
B00006IRWR,3,fast and efficient recharge [GENERIC_NOUN] cheaper than buying an extra battery and performed flawlessly,5.0,"[""recharge"", ""recharge""]","[2, 2]",electronics_p1
B09XB9GZQH,1,excellent stickers a friend wanted stickers from ny for her kids i found these and they are perfect,5.0,"[""stickers"", ""stickers""]","[2, 2]",electronics_p2
B00ECE6EKK,1,i love the design and they are very comfortable,5.0,"[""design""]",[2],electronics_p2
B07BNRW8YV,1,laz really stepped up and became the man he needed to be for abby,5.0,[],[],kindle_store
B00WUIALT0,3,i have the 70 200 f 4 is but it just wasn t long enough,5.0,[],[],electronics_p1
B00AHUJOD2,2,the next advantage of this binder is the [GENERIC_NOUN] the rings close are smooth with the [GENERIC_NOUN] they interlock,4.0,[],[],office_products
B00N98O8LW,8,br br when i first heard of this [GENERIC_NOUN] i couldn t believe it would work but a little research and i learned that kurt rampton designed these pint sized thumb drives that are housed in recycled paper pulp and recycled plastic,4.0,[],[],electronics_p1
B01HBPQVBS,8,in fact some of the [GENERIC_NOUN] that bat did were almost identical to [GENERIC_NOUN] they do,5.0,[],[],kindle_store
B00G8V7RC4,2,a friend recommended this book and i thought what the hell,5.0,[],[],kindle_store
B07PXR1XR1,1,great cable for conversion from sata power to molex when i had this set of cables delivered worked well upon installation of a usb c hub and gave it the extra power it needed for devices to perform better like my logitech streamcam at a higher frame rate,5.0,"[""cable"", ""cables"", ""devices"", ""logitech streamcam""]","[2, 2, 2, 2]",electronics_p1
B07FZD4PKV,2,i was quickly engrossed in the novel until dimitri and lola hooked up but then it slowed and they both were doing [GENERIC_NOUN] uncharacteristic of them which made then no longer believable,3.0,"[""novel"", ""novel"", ""dimitri and lola"", ""dimitri and lola""]","[2, 0, 0, 0]",kindle_store
B003QIMPV0,6,the pocket clip is excellent,5.0,"[""pocket clip""]","[""2""]",office_products
B017250D16,352993,netflix has an easier to use interface,5.0,"[""interface""]",[2],software
B00ANAE6PM,1,read brought up some questions i still want to think about though,5.0,[],[],kindle_store
B00CX5P8FC,93,br br i found the fire tv very easy to setup 5 min i m not using the wifi i m using a hard connection with my [GENERIC_NOUN] wifi wo nt give you a true streaming [GENERIC_NOUN] with the possibilities of interference,4.0,"[""setup""]",[2],electronics_p2
B0BXK5SHL6,1,this [GENERIC_NOUN] is perfect,5.0,[],[],electronics_p1
B0063IH60K,746882,in a waiting room or an easy chair this game is always a friend to come back to,5.0,[],[],software
B08L79QN48,1,very disappointed bought a much better [GENERIC_NOUN] without the apple name for [GENERIC_NOUN] less,1.0,[],[],electronics_p1
B004YW4L5K,16,but if american gods is any indication my best course of action is to stay away from the rest of his catalog,1.0,"[""american gods"", ""his catalog""]","[0, 0]",kindle_store
B0013IO216,5,instead there s a vaio application that creates those discs but it does not support dual layer dl dvds,3.0,"[""dual layer dl dvds""]",[0],electronics_p2
B00OVI2V2W,8590512855,i have bought the last five cars from these guys love their process,5.0,"[""process""]",[2],software
B09QGW62RR,2,i gave this adapter a three [GENERIC_NOUN] [GENERIC_NOUN] because although it does work and the build quality seems good you can only achieve usb 3,3.0,"[""build quality"", ""usb 3""]","[2, 0]",electronics_p2
B09HTM917T,1,doesn t have an auto program set up,3.0,[],[],electronics_p1
B08BG7J2MN,83,br i own several other headsets that automatically and seamlessly pair and connect to multiple devices at once and none of them require a separate process,3.0,[],[],electronics_p2
B01DTPH8BQ,1,all i can say is awesome awesome awesome and i can not wait for the next book,5.0,"[""book""]",[2],kindle_store
B07JFKHCZ3,1,we opted for manual operation and were a little worried it might be difficult for my wife to raise and lower,5.0,[],[],electronics_p2
B00C2PJVCE,19,if you have an ordinary lifestyle share an action cam and invest in a dslrmirroslessprosumer,5.0,[],[],electronics_p2
B08S3TH9FY,1,i really enjoyed reading the letters that elle and zane wrote to each other,4.0,"[""letters""]",[2],kindle_store
B007REBLF0,7,genia hamilton her new sister in law is replacing her as mistress of the house,4.0,[],[],kindle_store
B09JG47T44,8590144070,taxcut sends your agi to facebook the recent news shows that hr block sends your personal data including agi to facebook whether you know it or not,1.0,[],[],software
B09MV2WDDZ,1,lamy makes great pens im on my 4th [GENERIC_NOUN],5.0,"[""lamy"", ""lamy""]","[""2"", ""2""]",office_products
B007978OY6,1,however the [GENERIC_NOUN] volume is satisfying my needs i am reading it with my grandson,4.0,"[""volume""]",[2],kindle_store
B00005MAFJ,8590456602,i agree with [GENERIC_NOUN] who said this is a bad [GENERIC_NOUN] this came preloaded into my last desktop pc,1.0,[],[],software
B07PVX5BYF,3,the holes for the home botton or facetime camera work,1.0,"[""holes for the home botton or facetime camera""]",[2],electronics_p2
B07GF9Z5HV,2,they stick well and the wrap around design is brilliant,3.0,[],[],office_products
B0753LC2DQ,8,great tracker put on 16 foot trailer to catch thiefs stealing my trailers,5.0,"[""tracker""]",[2],electronics_p2
B0C4VLBWSP,3,yesterday the staples in two of the staplers are so incredibly stuck that i cant fix it,1.0,"[""staples"", ""staplers""]","[""0"", ""0""]",office_products
B003G2Z1M6,6,it comes with the disc so after you plug your adapter in your pc you need the disc to install the software,5.0,[],[],electronics_p2
B08HJ2F74C,2,super cute but missing us map and [GENERIC_NOUN] zones i love this planner but was disappointed the us map and [GENERIC_NOUN] zones were not in this,4.0,"[""planner"", ""planner"", ""us map"", ""zones""]","[""2"", ""0"", ""0"", ""0""]",office_products
B0066TUXU6,17180121590,hulu plus what cant be said about hulu,5.0,[],[],software
B01LND6NXU,3,its sad because the pad really is stunning in terms of its look and quality but i didnt go out of my [GENERIC_NOUN] to buy an expensive mousepad to get a color that im embarrassed to have,2.0,"[""pad"", ""pad"", ""mousepad""]","[""2"", ""0"", ""0""]",office_products
B01LWX4JJH,1,solved a [GENERIC_NOUN] we needed to provide a hardwire connection to a guest who was work at home,5.0,[],[],electronics_p1
B06Y2H1KM9,4,some of the descriptions of the gory [GENERIC_NOUN] were more than needed,5.0,"[""descriptions""]",[0],kindle_store
