parent_asin,sentence_id,sentence_text,rating,triplets,category_name,triplets_parsed,gold_aspects,has_aspect
B07X8LBW2H,1,great [DOMAIN_NOISE] fits great and made my old head phones look new,5.0,[],electronics_p2,[],[],False
B001NBEWKO,1,i am a seasoned broker and this book will go in,5.0,[],kindle_store,[],[],False
1608290026,51539738789,my first thought was that i was just having difficulty pronouncing the words correctly but my wifes first language is vietnamese and it was giving her fits too,3.0,[],software,[],[],False
B003WV7890,1,the controls inline control my iphone well the microphone allows me to make calls on it and no batteries means no worries,5.0,"[[""controls"", ""well"", 2], [""batteries"", ""no worries"", 1]]",electronics_p1,"[['controls', 'well', 2], ['batteries', 'no worries', 1]]","['controls', 'batteries']",True
B06XHCNJB5,2,will report back if laptop bursts into flames br br update using this charger with my xps causes random lag stuttering etc,3.0,"[[""charger"", ""causes random lag stuttering"", 0]]",electronics_p2,"[['charger', 'causes random lag stuttering', 0]]",['charger'],True
B00WQVQBAY,26,luckily [GENERIC_NOUN] of the [GENERIC_NOUN] you can program those keys to do is enable disable the touch mode,4.0,[],electronics_p1,[],[],False
B001F7ARTQ,4,unlike other mouses that are constructed by plastic only the different colors on this mouse are actually built with different materials and different touches,5.0,[],electronics_p1,[],[],False
B09591WG9R,3,the visual design is very impressive,3.0,"[['visual design', 'very impressive', '2']]",office_products,"[['visual design', 'very impressive', '2']]",['visual design'],True
B0BMG9P2RT,4,you dont even have to use their special cloth any moist cloth will do for wiping the pages,5.0,[],office_products,[],[],False
B094352NGH,2,i tested with a variable wattage light bulb at 20 40 and 60 watts,2.0,[],electronics_p2,[],[],False
B00H3RI1A4,1,five [GENERIC_NOUN] works perfectly,5.0,"[['five', 'works perfectly', '2']]",office_products,"[['five', 'works perfectly', '2']]",['five'],True
B0CG85QVK1,3,however the value just is nt that great due to the quality of components being used,4.0,"[[""value"", ""is nt that great"", 0], [""quality of components"", ""is nt that great"", 0]]",electronics_p2,"[['value', 'is nt that great', 0], ['quality of components', 'is nt that great', 0]]","['value', 'quality of components']",True
B07CZ478QP,2,i did like that the paper was thick and my sharpie pens did not bleed through like they do on my leuchtturm1917 or moleskine notebooks,3.0,"[['paper', 'thick', '2'], ['sharpie pens', 'did not bleed through', '2'], ['leuchtturm1917', 'bleed through', '0'], ['moleskine notebooks', 'bleed through', '0']]",office_products,"[['paper', 'thick', '2'], ['sharpie pens', 'did not bleed through', '2'], ['leuchtturm1917', 'bleed through', '0'], ['moleskine notebooks', 'bleed through', '0']]","['paper', 'sharpie pens', 'leuchtturm1917', 'moleskine notebooks']",True
B08XQJCRV8,2,br br as always change passwords update when firmware is available and watch your network,4.0,[],electronics_p1,[],[],False
B00CD4221G,48,the device works pretty well got us country folk tourists around los angeles and san francisco to and from airports all over marin county and along a number of highway 1 towns in between,3.0,"[[""device"", ""works pretty well"", 2]]",electronics_p2,"[['device', 'works pretty well', 2]]",['device'],True
B08V17W3SY,1,all it has is a place on the facing page inside the cover for name and address,5.0,[],office_products,[],[],False
B0002YP96Y,1,using the fm137 on newer mm271 mm272 models can cause some [GENERIC_NOUN] with pairing up other accessories,1.0,[],electronics_p1,[],[],False
B0BD4ZSDR7,1,any smaller tab and the titles wouldnt fit for me,5.0,"[['tab', ""wouldn't fit"", '0'], ['titles', ""wouldn't fit"", '0']]",office_products,"[['tab', ""wouldn't fit"", '0'], ['titles', ""wouldn't fit"", '0']]","['tab', 'titles']",True
B07FZSQWRG,4,this didnt happen once every single pencil in my set had this [GENERIC_NOUN],1.0,[],office_products,[],[],False
B00LEFIW0A,5,br br edit i m not sure why but this [GENERIC_NOUN] states i purchased the white peony [GENERIC_NOUN],4.0,[],electronics_p1,[],[],False
B01BS7N7R6,1,cussler did it again,5.0,[],kindle_store,[],[],False
B0041OR51S,2,printing has been fine otherwise,4.0,[],office_products,[],[],False
B0051OKCHG,19,lenovo k1 lock screen freezes bought the lenovo k1 during black friday,2.0,"[[""lock screen"", ""freezes"", 0]]",electronics_p2,"[['lock screen', 'freezes', 0]]",['lock screen'],True
B00P928TYI,860475,three [GENERIC_NOUN] was ok,3.0,[],software,[],[],False
B087N8CFDK,3,i spend so much money on work [GENERIC_NOUN] as do most teachers,5.0,[],office_products,[],[],False
B0CB7CWC9W,1,backpack looks great,4.0,"[[""backpack"", ""looks great"", 2]]",electronics_p2,"[['backpack', 'looks great', 2]]",['backpack'],True
B07W5WZFX9,1,this map of africa is easy and interesting to read,5.0,"[['map of africa', 'easy', '2'], ['map of africa', 'interesting', '2']]",office_products,"[['map of africa', 'easy', '2'], ['map of africa', 'interesting', '2']]",['map of africa'],True
B013PWZ8KG,7,the [GENERIC_NOUN] for this was because the [GENERIC_NOUN] are made to surprisingly tight tolerances,5.0,[],electronics_p1,[],[],False
B005XK3R02,1,perfect drawer organizer very useful,4.0,"[['drawer organizer', 'very useful', '2']]",office_products,"[['drawer organizer', 'very useful', '2']]",['drawer organizer'],True
B07CWFVR5J,4,their chemistry and the slow burn was [GENERIC_NOUN],5.0,[],kindle_store,[],[],False
B00BNFPXIU,1,this is a good [GENERIC_NOUN] it is sharp but still doesn t reach the sound level i wanted,3.0,"[[""sound level"", ""doesn't reach"", 0]]",electronics_p1,"[['sound level', ""doesn't reach"", 0]]",['sound level'],True
B01M30CEYD,1,in this book you get to see the characters grow and change a [GENERIC_NOUN] more than in the first and the pace is much quicker,5.0,"[[""characters"", ""grow and change"", 2], [""pace"", ""much quicker"", 2]]",kindle_store,"[['characters', 'grow and change', 2], ['pace', 'much quicker', 2]]","['characters', 'pace']",True
B07F5H7YY9,7,your reader gave you all 5 [GENERIC_NOUN] needless to say you have a [GENERIC_NOUN] of people that love this [GENERIC_NOUN] of horror me included,5.0,[],kindle_store,[],[],False
B001E75HS8,2,i had an epson [GENERIC_NOUN] ago and loved it but started using and purchasing hp printers for my office i forgot what a quality printer was like and will begin moving my office from hp to epson,5.0,"[['epson', 'loved', '2'], ['hp printers', 'forgot what a quality printer was like', '0'], ['office', 'begin moving', '2']]",office_products,"[['epson', 'loved', '2'], ['hp printers', 'forgot what a quality printer was like', '0'], ['office', 'begin moving', '2']]","['epson', 'hp printers', 'office']",True
B08L5Z4Z9J,5,this book is a fantastic choice if you enjoy mc b books or just action with your love story,5.0,"[[""book"", ""fantastic"", 2]]",kindle_store,"[['book', 'fantastic', 2]]",['book'],True
B010BWYDYA,5,the best [GENERIC_NOUN] about this particular fire tablet model vs,3.0,[],electronics_p1,[],[],False
B0067VKQLE,17180160554,love this app,5.0,"[['app', 'love', 2]]",software,"[['app', 'love', 2]]",['app'],True
B07VXXBTX4,2,echo 8 show love it so far,5.0,"[[""echo show"", ""love it"", 2]]",electronics_p1,"[['echo show', 'love it', 2]]",['echo show'],True
B01MUF3TVW,7,the banter between alex and moretti fbi agent is funny,3.0,"[[""banter"", ""funny"", 2]]",kindle_store,"[['banter', 'funny', 2]]",['banter'],True
B00AMR1HZ8,60129578298,very glitchy constantly force closes and glitches,1.0,"[['app', 'glitchy', 0], ['app', 'force closes', 0], ['app', 'glitches', 0]]",software,"[['app', 'glitchy', 0], ['app', 'force closes', 0], ['app', 'glitches', 0]]",['app'],True
B07CR3T912,14,when the plot was revealed i totally did not expect it,5.0,[],kindle_store,[],[],False
B07SXVMPKP,1,[GENERIC_NOUN] [GENERIC_NOUN] gods is the follow up book to minimum wage magic which was storage wars in a magic city where [GENERIC_NOUN] seemed bent on killing the main character,3.0,"[[""story"", ""great job"", 2]]",kindle_store,"[['story', 'great job', 2]]",['story'],True
B09YQGRG1Q,14,br looking from the furthest [GENERIC_NOUN] lets say at the moon will let you focus not zoom to a [GENERIC_NOUN] where the image is clear as you can get but still do have more adjustments for further [GENERIC_NOUN],5.0,"[[""image"", ""clear"", 2]]",electronics_p2,"[['image', 'clear', 2]]",['image'],True
B07NW6L27K,5,br br as a [GENERIC_NOUN] note br let us all be completely honest about having to supply all of our pertinent information in today s world because this is the electronic age,5.0,[],electronics_p1,[],[],False
B005S7ZMC6,42949974268,great program but needs lots of power ive graduated from powerdirector 789 and now 10,5.0,"[['program', 'great', 2], ['program', 'needs lots of power', 0]]",software,"[['program', 'great', 2], ['program', 'needs lots of power', 0]]",['program'],True
B00007LTBI,3,ask yourself what [GENERIC_NOUN] of company would put out an untested [GENERIC_NOUN] like this and still forge ahead with a clear conscience and that just about sums up dlink,1.0,[],electronics_p2,[],[],False
B078HX6594,8590414783,its not cable there is still a major diff between streaming and hidef cable,3.0,"[['cable', 'not', 0], ['streaming', 'diff', 0], ['hidef cable', 'diff', 0]]",software,"[['cable', 'not', 0], ['streaming', 'diff', 0], ['hidef cable', 'diff', 0]]","['cable', 'streaming', 'hidef cable']",True
B07RBBN3X3,2,this [GENERIC_NOUN] protects my computer from bumps but also limits,3.0,[],electronics_p1,[],[],False
B09CTFNH54,1,amazing watch but,4.0,"[[""watch"", ""amazing"", 2]]",electronics_p2,"[['watch', 'amazing', 2]]",['watch'],True
B07MLY3JKV,1,not so good update after a few [GENERIC_NOUN] i can report its actually terrible i have 5 echo dots and an echo input in my car they are working well this flex it just not good if you turn up the sound it cant hear you anymore and even without music playing you have to use the wake word 2 or more [GENERIC_NOUN] then once music is playing it never hears you right to change a song so now you have to shout at the stupid [GENERIC_NOUN] to shut it up i would not buy this i would get the dots or a input instead i hoped being able to plug it in and it not be on the counter that it was going to be handy in the bathroom but now i just want to flush it down the toilet,1.0,"[[""flex"",""not good"",0],[""flex"",""can't hear "",0],[""flex"",""never hears"",0]]",electronics_p1,"[['flex', 'not good', 0], ['flex', ""can't hear "", 0], ['flex', 'never hears', 0]]",['flex'],True
B07YH2X9WG,60129741614,i cannot file my state [DOMAIN_NOISE] which makes this non returnable software worthless,1.0,"[['software', 'worthless', 0]]",software,"[['software', 'worthless', 0]]",['software'],True
B000SRGFYK,1,great [GENERIC_NOUN] this worked out very well and the price was certainly right,5.0,"[['price', 'certainly right', '2']]",office_products,"[['price', 'certainly right', '2']]",['price'],True
B001949RKU,1,2nd pencil that i sharpened the lead got stuck in there,1.0,"[['pencil', 'got stuck', '0']]",office_products,"[['pencil', 'got stuck', '0']]",['pencil'],True
B000065BP9,12,superb headphones superb price prosbr br outstanding sound quality,5.0,"[['headphones', 'superb', 2], ['price', 'superb', 2], ['sound quality', 'outstanding', 2]]",electronics_p2,"[['headphones', 'superb', 2], ['price', 'superb', 2], ['sound quality', 'outstanding', 2]]","['headphones', 'price', 'sound quality']",True
B005SA4WUG,2,the pen body is nice but unexceptional for the price range,2.0,"[['pen body', 'nice', '2'], ['pen body', 'unexceptional', '0']]",office_products,"[['pen body', 'nice', '2'], ['pen body', 'unexceptional', '0']]",['pen body'],True
B009WJNXAE,8590170423,hate playing slots just want to lose at bingo,2.0,"[['slots', 'hate', 0], ['bingo', 'want to lose', 0]]",software,"[['slots', 'hate', 0], ['bingo', 'want to lose', 0]]","['slots', 'bingo']",True
B00LOR524M,19,my kids do love them so ill give it an extra [GENERIC_NOUN] for that,3.0,[],electronics_p2,[],[],False
B09W4WJPSD,1,this book started slowly for me but i ended up not being able to put it down,5.0,"[[""book"", ""started slowly"", 0], [""book"", ""not being able to put it down"", 2]]",kindle_store,"[['book', 'started slowly', 0], ['book', 'not being able to put it down', 2]]",['book'],True
B0030U9OTK,2,fyi no remanufactured ink jet cartridges will work,1.0,[],office_products,[],[],False
B083TH1B45,122,the cheetah plate is much too large to fit into the allowed pocket so the cheetah plate sits flat against the back of my pc and the screws bridge the gap from the plate to the pc which is a little dodgy,5.0,"[['cheetah plate', 'much too large to fit into the allowed pocket', 0], ['screws', 'a little dodgy', 0]]",electronics_p2,"[['cheetah plate', 'much too large to fit into the allowed pocket', 0], ['screws', 'a little dodgy', 0]]","['cheetah plate', 'screws']",True
B004RJYNXK,60129772839,addictive seriously addictive and the price cannot be beat,5.0,"[['price', 'cannot be beat', 2]]",software,"[['price', 'cannot be beat', 2]]",['price'],True
B092J35NV3,2,it seemed as it would split the audio output for two different headphones etc,1.0,[],electronics_p2,[],[],False
B08K4FTDW6,1,different plug had to be replaced we have two of these,4.0,[],electronics_p1,[],[],False
B000FCN9XS,1,this model specified that,2.0,[],electronics_p1,[],[],False
B01M8IOOS3,5,some of the best media i ve found is from youtube and the ability to use the google cardboard controls makes for a much better [GENERIC_NOUN] than having to remove the phone every few seconds,4.0,"[[""google cardboard controls"", ""much better"", 2]]",electronics_p1,"[['google cardboard controls', 'much better', 2]]",['google cardboard controls'],True
B00006IRWR,3,fast and efficient recharge [GENERIC_NOUN] cheaper than buying an extra battery and performed flawlessly,5.0,"[[""recharge"", ""fast"", 2], [""recharge"", ""efficienty"", 2]]",electronics_p1,"[['recharge', 'fast', 2], ['recharge', 'efficienty', 2]]",['recharge'],True
B09XB9GZQH,1,excellent stickers a friend wanted stickers from ny for her kids i found these and they are perfect,5.0,"[['stickers', 'excellent', 2], ['stickers', 'perfect', 2]]",electronics_p2,"[['stickers', 'excellent', 2], ['stickers', 'perfect', 2]]",['stickers'],True
B00ECE6EKK,1,i love the design and they are very comfortable,5.0,"[[""design"", ""love"", 2]]",electronics_p2,"[['design', 'love', 2]]",['design'],True
B07BNRW8YV,1,laz really stepped up and became the man he needed to be for abby,5.0,[],kindle_store,[],[],False
B00WUIALT0,3,i have the 70 200 f 4 is but it just wasn t long enough,5.0,[],electronics_p1,[],[],False
B00AHUJOD2,2,the next advantage of this binder is the [GENERIC_NOUN] the rings close are smooth with the [GENERIC_NOUN] they interlock,4.0,[],office_products,[],[],False
B00N98O8LW,8,br br when i first heard of this [GENERIC_NOUN] i couldn t believe it would work but a little research and i learned that kurt rampton designed these pint sized thumb drives that are housed in recycled paper pulp and recycled plastic,4.0,[],electronics_p1,[],[],False
B01HBPQVBS,8,in fact some of the [GENERIC_NOUN] that bat did were almost identical to [GENERIC_NOUN] they do,5.0,[],kindle_store,[],[],False
B00G8V7RC4,2,a friend recommended this book and i thought what the hell,5.0,[],kindle_store,[],[],False
B07PXR1XR1,1,great cable for conversion from sata power to molex when i had this set of cables delivered worked well upon installation of a usb c hub and gave it the extra power it needed for devices to perform better like my logitech streamcam at a higher frame rate,5.0,"[[""cable"", ""great"", 2], [""cables"", ""worked well"", 2], [""devices"", ""perform better"", 2], [""logitech streamcam"", ""perform better"", 2]]",electronics_p1,"[['cable', 'great', 2], ['cables', 'worked well', 2], ['devices', 'perform better', 2], ['logitech streamcam', 'perform better', 2]]","['cable', 'cables', 'devices', 'logitech streamcam']",True
B07FZD4PKV,2,i was quickly engrossed in the novel until dimitri and lola hooked up but then it slowed and they both were doing [GENERIC_NOUN] uncharacteristic of them which made then no longer believable,3.0,"[[""novel"", ""quickly engrossed"", 2], [""novel"", ""slowed"", 0], [""dimitri and lola"", ""uncharacteristic"", 0], [""dimitri and lola"", ""no longer believable"", 0]]",kindle_store,"[['novel', 'quickly engrossed', 2], ['novel', 'slowed', 0], ['dimitri and lola', 'uncharacteristic', 0], ['dimitri and lola', 'no longer believable', 0]]","['novel', 'dimitri and lola']",True
B003QIMPV0,6,the pocket clip is excellent,5.0,"[['pocket clip', 'excellent', '2']]",office_products,"[['pocket clip', 'excellent', '2']]",['pocket clip'],True
B017250D16,352993,netflix has an easier to use interface,5.0,"[['interface', 'easier to use', 2]]",software,"[['interface', 'easier to use', 2]]",['interface'],True
B00ANAE6PM,1,read brought up some questions i still want to think about though,5.0,[],kindle_store,[],[],False
B00CX5P8FC,93,br br i found the fire tv very easy to setup 5 min i m not using the wifi i m using a hard connection with my [GENERIC_NOUN] wifi wo nt give you a true streaming [GENERIC_NOUN] with the possibilities of interference,4.0,"[[""setup"", ""very easy"", 2]]",electronics_p2,"[['setup', 'very easy', 2]]",['setup'],True
B0BXK5SHL6,1,this [GENERIC_NOUN] is perfect,5.0,[],electronics_p1,[],[],False
B0063IH60K,746882,in a waiting room or an easy chair this game is always a friend to come back to,5.0,[],software,[],[],False
B08L79QN48,1,very disappointed bought a much better [GENERIC_NOUN] without the apple name for [GENERIC_NOUN] less,1.0,[],electronics_p1,[],[],False
B004YW4L5K,16,but if american gods is any indication my best course of action is to stay away from the rest of his catalog,1.0,"[[""american gods"", ""stay away from"", 0], [""his catalog"", ""stay away from"", 0]]",kindle_store,"[['american gods', 'stay away from', 0], ['his catalog', 'stay away from', 0]]","['american gods', 'his catalog']",True
B0013IO216,5,instead there s a vaio application that creates those discs but it does not support dual layer dl dvds,3.0,"[[""dual layer dl dvds"", ""does not support"", 0]]",electronics_p2,"[['dual layer dl dvds', 'does not support', 0]]",['dual layer dl dvds'],True
B00OVI2V2W,8590512855,i have bought the last five cars from these guys love their process,5.0,"[['process', 'love', 2]]",software,"[['process', 'love', 2]]",['process'],True
B09QGW62RR,2,i gave this adapter a three [GENERIC_NOUN] [GENERIC_NOUN] because although it does work and the build quality seems good you can only achieve usb 3,3.0,"[[""build quality"", ""good"", 2], [""usb 3"", ""only achieve"", 0]]",electronics_p2,"[['build quality', 'good', 2], ['usb 3', 'only achieve', 0]]","['build quality', 'usb 3']",True
B09HTM917T,1,doesn t have an auto program set up,3.0,[],electronics_p1,[],[],False
B08BG7J2MN,83,br i own several other headsets that automatically and seamlessly pair and connect to multiple devices at once and none of them require a separate process,3.0,[],electronics_p2,[],[],False
B01DTPH8BQ,1,all i can say is awesome awesome awesome and i can not wait for the next book,5.0,"[[""book"", ""awesome"", 2]]",kindle_store,"[['book', 'awesome', 2]]",['book'],True
B07JFKHCZ3,1,we opted for manual operation and were a little worried it might be difficult for my wife to raise and lower,5.0,[],electronics_p2,[],[],False
B00C2PJVCE,19,if you have an ordinary lifestyle share an action cam and invest in a dslrmirroslessprosumer,5.0,[],electronics_p2,[],[],False
B08S3TH9FY,1,i really enjoyed reading the letters that elle and zane wrote to each other,4.0,"[[""letters"", ""enjoyed"", 2]]",kindle_store,"[['letters', 'enjoyed', 2]]",['letters'],True
B007REBLF0,7,genia hamilton her new sister in law is replacing her as mistress of the house,4.0,[],kindle_store,[],[],False
B09JG47T44,8590144070,taxcut sends your agi to facebook the recent news shows that hr block sends your personal data including agi to facebook whether you know it or not,1.0,[],software,[],[],False
B09MV2WDDZ,1,lamy makes great pens im on my 4th [GENERIC_NOUN],5.0,"[['lamy', 'great', '2'], ['lamy', '4th', '2']]",office_products,"[['lamy', 'great', '2'], ['lamy', '4th', '2']]",['lamy'],True
B007978OY6,1,however the [GENERIC_NOUN] volume is satisfying my needs i am reading it with my grandson,4.0,"[[""volume"", ""satisfying"", 2]]",kindle_store,"[['volume', 'satisfying', 2]]",['volume'],True
B00005MAFJ,8590456602,i agree with [GENERIC_NOUN] who said this is a bad [GENERIC_NOUN] this came preloaded into my last desktop pc,1.0,[],software,[],[],False
B07PVX5BYF,3,the holes for the home botton or facetime camera work,1.0,"[['holes for the home botton or facetime camera', 'work', 2]]",electronics_p2,"[['holes for the home botton or facetime camera', 'work', 2]]",['holes for the home botton or facetime camera'],True
B07GF9Z5HV,2,they stick well and the wrap around design is brilliant,3.0,[],office_products,[],[],False
B0753LC2DQ,8,great tracker put on 16 foot trailer to catch thiefs stealing my trailers,5.0,"[['tracker', 'great', 2]]",electronics_p2,"[['tracker', 'great', 2]]",['tracker'],True
B0C4VLBWSP,3,yesterday the staples in two of the staplers are so incredibly stuck that i cant fix it,1.0,"[['staples', 'incredibly stuck', '0'], ['staplers', 'incredibly stuck', '0']]",office_products,"[['staples', 'incredibly stuck', '0'], ['staplers', 'incredibly stuck', '0']]","['staples', 'staplers']",True
B003G2Z1M6,6,it comes with the disc so after you plug your adapter in your pc you need the disc to install the software,5.0,[],electronics_p2,[],[],False
B08HJ2F74C,2,super cute but missing us map and [GENERIC_NOUN] zones i love this planner but was disappointed the us map and [GENERIC_NOUN] zones were not in this,4.0,"[['planner', 'super cute', '2'], ['planner', 'disappointed', '0'], ['us map', 'missing', '0'], ['zones', 'missing', '0']]",office_products,"[['planner', 'super cute', '2'], ['planner', 'disappointed', '0'], ['us map', 'missing', '0'], ['zones', 'missing', '0']]","['planner', 'us map', 'zones']",True
B0066TUXU6,17180121590,hulu plus what cant be said about hulu,5.0,[],software,[],[],False
B01LND6NXU,3,its sad because the pad really is stunning in terms of its look and quality but i didnt go out of my [GENERIC_NOUN] to buy an expensive mousepad to get a color that im embarrassed to have,2.0,"[['pad', 'stunning', '2'], ['pad', 'sad', '0'], ['mousepad', 'embarrassed', '0']]",office_products,"[['pad', 'stunning', '2'], ['pad', 'sad', '0'], ['mousepad', 'embarrassed', '0']]","['pad', 'mousepad']",True
B01LWX4JJH,1,solved a [GENERIC_NOUN] we needed to provide a hardwire connection to a guest who was work at home,5.0,[],electronics_p1,[],[],False
B06Y2H1KM9,4,some of the descriptions of the gory [GENERIC_NOUN] were more than needed,5.0,"[[""descriptions"", ""more than needed"", 0]]",kindle_store,"[['descriptions', 'more than needed', 0]]",['descriptions'],True
B008LFZ97K,111669181179,even the grey and white pattern confused my brain when im trying to figure out numbers and the green and yellow,2.0,[],software,[],[],False
B0B6CBX8TC,1,this book defies the norm that it is harder for adults to learn a new language,5.0,[],kindle_store,[],[],False
B07T85W8P7,11,br if you do need the punchiness go for haxc50tbr br the tips included are all quite bulky most of the [GENERIC_NOUN] i use m size ear tips but for xm3 have to use the s size,5.0,"[[""tips included"", ""quite bulky"", 0]]",electronics_p2,"[['tips included', 'quite bulky', 0]]",['tips included'],True
B079Y5N3JG,3,rebel desire is a band of different personalities who just click as friends peers and family,5.0,[],kindle_store,[],[],False
B09Z8L23NL,3,cozy is no different,5.0,[],kindle_store,[],[],False
B077P2ZX8X,35,every few minutes the headphones will power off,1.0,"[['headphones', 'will power off every few minutes', 0]]",electronics_p2,"[['headphones', 'will power off every few minutes', 0]]",['headphones'],True
B003U46SWC,1,five [GENERIC_NOUN] loved it,5.0,[],electronics_p1,[],[],False
B00GR5JZHQ,2,it puts me in mind of the tv show 34 lost34 have to keep reading to find out what happens next,4.0,[],kindle_store,[],[],False
B095WBB8PY,2,but it will alert us when it needs a charge,3.0,"[['charge', 'will alert us when it needs a charge', 2]]",electronics_p2,"[['charge', 'will alert us when it needs a charge', 2]]",['charge'],True
B004KNRWAO,77309543235,plays well adequate graphics,5.0,"[['plays', 'adequate', 1], ['graphics', 'adequate', 1]]",software,"[['plays', 'adequate', 1], ['graphics', 'adequate', 1]]","['plays', 'graphics']",True
B003MTTJOY,24,this [GENERIC_NOUN] delivers stable wifi to any computer i hook it up to,5.0,"[[""wifi"", ""stable"", 2]]",electronics_p2,"[['wifi', 'stable', 2]]",['wifi'],True
B00DTRFCJU,17180179322,doesnt post flights or prices,1.0,"[['flights', 'doesnt post', 0], ['prices', 'doesnt post', 0]]",software,"[['flights', 'doesnt post', 0], ['prices', 'doesnt post', 0]]","['flights', 'prices']",True
B08ZYRRGBW,1,four [GENERIC_NOUN] pen does not work as well as on the video ads but does work,4.0,"[['pen', 'does not work as well as on the video ads', '0'], ['pen', 'does work', '2']]",office_products,"[['pen', 'does not work as well as on the video ads', '0'], ['pen', 'does work', '2']]",['pen'],True
B07NRD674H,1,my granddaughter wanted this for christmas,5.0,[],office_products,[],[],False
B000EFJFXY,1,permanent adhesion works perfectly for what i needed,5.0,"[['permanent adhesion', 'works perfectly', '2']]",office_products,"[['permanent adhesion', 'works perfectly', '2']]",['permanent adhesion'],True
B07L2KV9FF,8590033306,fake its a trick dont download this game because the game is fake,1.0,"[['game', 'fake', 0], ['game', 'trick', 0], ['game', 'fake', 0]]",software,"[['game', 'fake', 0], ['game', 'trick', 0], ['game', 'fake', 0]]",['game'],True
B0C5X3C7NY,1,great affordable backdrop it would nt let me submit a photo but it worked amazing and photos came out amazing i would highly recommend getting 710 for any photos,5.0,"[[""backdrop"", ""great"", 2], [""backdrop"", ""affordable"", 2], [""backdrop"", ""worked amazing"", 2]]",electronics_p2,"[['backdrop', 'great', 2], ['backdrop', 'affordable', 2], ['backdrop', 'worked amazing', 2]]",['backdrop'],True
B07F7T3D73,2,[GENERIC_NOUN] of the [GENERIC_NOUN] listed was an eraser,5.0,[],office_products,[],[],False
B00BWC83AY,1,a great story that allows the reader to dive into the world of bdsm and come out the other end a little more wiser to what the lifestyle is all about,5.0,"[[""story"", ""great"", 2], [""story"", ""allows reader to dive into the world of bdsm"", 2], [""story"", ""come out a little more wiser"", 2]]",kindle_store,"[['story', 'great', 2], ['story', 'allows reader to dive into the world of bdsm', 2], ['story', 'come out a little more wiser', 2]]",['story'],True
B005JD64V2,1,each boy has his own space for his personal toiletries what not,5.0,[],office_products,[],[],False
B00ENFP224,3,performance [GENERIC_NOUN] with all the other programs that i normally use on a daily basis has produced pretty much the same [GENERIC_NOUN],5.0,[],electronics_p1,[],[],False
B00HPMCN8S,15,considering this is a 1000 tv its not acceptable,3.0,"[[""tv"", ""not acceptable"", 0]]",electronics_p2,"[['tv', 'not acceptable', 0]]",['tv'],True
B01DOKHAMS,1,four [GENERIC_NOUN] i dont love that the cover is a material that can stain if [GENERIC_NOUN] spills on it,4.0,"[['cover', 'a material that can stain if spills on it', '0']]",office_products,"[['cover', 'a material that can stain if spills on it', '0']]",['cover'],True
B01CGROL7W,3,i can not wait to see what mcmanus has to write next,5.0,[],kindle_store,[],[],False
B07XCTHBXF,1,i highly recommend for barbers hair stylists groomers or [GENERIC_NOUN] who works and takes appointments on the weekends,5.0,[],office_products,[],[],False
B007P8G9FU,3,id seen less expensive models and of course many at higher prices but this [GENERIC_NOUN] had reasonably good [GENERIC_NOUN] so i took a chance,5.0,[],office_products,[],[],False
B08KPXCY1S,2,this move though opens her up to new trouble and new possibilities,5.0,[],kindle_store,[],[],False
B009G9KFQ0,17180288311,a excellent has a great interface and simple to use,4.0,"[['interface', 'great', 2], ['interface', 'simple to use', 2]]",software,"[['interface', 'great', 2], ['interface', 'simple to use', 2]]",['interface'],True
B09PRD4T26,1,perfect fit for 2016 macbook pro 13 i bought the 13 34 protective sleeve and it s a really great quality [GENERIC_NOUN],5.0,"[[""protective sleeve"", ""great quality"", 2]]",electronics_p1,"[['protective sleeve', 'great quality', 2]]",['protective sleeve'],True
B07WDJ9HR8,1,good price great deal for the price,5.0,"[[""price"", ""good"", 2], [""deal"", ""great"", 2]]",electronics_p2,"[['price', 'good', 2], ['deal', 'great', 2]]","['price', 'deal']",True
B07X9K1N2N,5,the wireless strength is at about 92 when compared to direct ethernet connection,5.0,[],electronics_p2,[],[],False
B01EB06QUM,51539920114,my latest computer purchased came with word,5.0,[],software,[],[],False
B08BGD5NVL,1,this story had so much potential as a fun little tale of a prince who falls for common girl and is a clean story which i appreciate,1.0,"[[""story"", ""had so much potential"", 0], [""story"", ""clean story"", 2]]",kindle_store,"[['story', 'had so much potential', 0], ['story', 'clean story', 2]]",['story'],True
B0B6D4W3R7,2,the only [GENERIC_NOUN] to retrieve my data is to send it to a company in florida who will charge me upwards of 1 000 for the possibility partial retrieval,1.0,[],electronics_p1,[],[],False
B08F1P3BCC,1,me encanta pero ac en venezuela hay limitaciones y si se cae el internet deja de funcionar en instrucciones que corresponde a la red interna como controlar dispositivos,4.0,[],electronics_p1,[],[],False
B00N36WT84,68719642185,great game this game is solo additive,5.0,"[['game', 'solo additive', 2]]",software,"[['game', 'solo additive', 2]]",['game'],True
B0BDDXX3YK,1,i needed [GENERIC_NOUN] to sit on when i am preparing food [GENERIC_NOUN] that would support me properly be easy to maneuver would be attractive and would be extremely sturdy,5.0,[],office_products,[],[],False
B01CQLQVP8,2,powered my ibook g4 right up and charges with no [GENERIC_NOUN],5.0,"[[""ibook "", ""powered right up"", 2]]",electronics_p1,"[['ibook ', 'powered right up', 2]]",['ibook'],True
B07TYGQXKW,2,women are disappearing and shes going to find out why,5.0,[],kindle_store,[],[],False
